id,年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
3909,2024,5,6,月,パセリ,33600,茨　城,8,561,828,,
3910,2024,5,6,月,パセリ,33600,香　川,37,434,1305,,
3911,2024,5,6,月,きゅうり,34100,,,1509615,322,******,93.6
3912,2024,5,6,月,きゅうり,34100,宮　崎,45,304723,339,,
3913,2024,5,6,月,きゅうり,34100,群　馬,10,261257,338,,
3914,2024,5,6,月,きゅうり,34100,埼　玉,11,182707,319,,
3915,2024,5,6,月,きゅうり,34100,佐　賀,41,110704,302,,
3916,2024,5,6,月,きゅうり,34100,高　知,39,93840,309,,
3917,2024,5,6,月,かぼちゃ,34200,,,326419,249,2106.9,82.5
3918,2024,5,6,月,かぼちゃ,34200,宮　崎,45,22592,460,,
3919,2024,5,6,月,かぼちゃ,34200,茨　城,8,13027,317,,
3920,2024,5,6,月,かぼちゃ,34200,鹿児島,46,12486,478,,
3921,2024,5,6,月,かぼちゃ,34200,沖　縄,47,11535,369,,
3922,2024,5,6,月,かぼちゃ,34200,熊　本,43,6755,448,,
3923,2024,5,6,月,　　うち輸入,34201,,,246964,192,******,77.4
3924,2024,5,6,月,なす,34300,,,922206,408,******,194.3
3925,2024,5,6,月,なす,34300,高　知,39,361740,395,,
3926,2024,5,6,月,なす,34300,福　岡,40,180613,429,,
3927,2024,5,6,月,なす,34300,熊　本,43,170029,394,,
3928,2024,5,6,月,なす,34300,群　馬,10,43889,502,,
3929,2024,5,6,月,トマト,34400,,,1919542,344,******,163.8
3930,2024,5,6,月,トマト,34400,熊　本,43,920337,321,,
3931,2024,5,6,月,トマト,34400,栃　木,9,312204,327,,
3932,2024,5,6,月,トマト,34400,愛　知,23,163327,357,,
3933,2024,5,6,月,トマト,34400,福　岡,40,141926,317,,
3934,2024,5,6,月,ミニトマト,34450,,,628695,528,******,105
3935,2024,5,6,月,ミニトマト,34450,熊　本,43,380334,467,,
3936,2024,5,6,月,ミニトマト,34450,愛　知,23,77281,647,,
3937,2024,5,6,月,ミニトマト,34450,宮　崎,45,43975,538,,
3938,2024,5,6,月,ミニトマト,34450,長　崎,42,35177,518,,
3939,2024,5,6,月,ピーマン,34500,,,634958,658,5305.9,125.6
3940,2024,5,6,月,ピーマン,34500,茨　城,8,236679,693,,
3941,2024,5,6,月,ピーマン,34500,宮　崎,45,141361,637,,
3942,2024,5,6,月,ピーマン,34500,高　知,39,113220,615,,
3943,2024,5,6,月,ピーマン,34500,鹿児島,46,101099,611,,
3944,2024,5,6,月,ししとうがらし,34600,,,14642,1825,******,71.3
3945,2024,5,6,月,ししとうがらし,34600,高　知,39,11402,1851,,
3946,2024,5,6,月,ししとうがらし,34600,宮　崎,45,1219,891,,
3947,2024,5,6,月,スイートコーン,34700,,,48905,633,4316.4,196.6
3948,2024,5,6,月,スイートコーン,34700,長　崎,42,21798,589,,
3949,2024,5,6,月,スイートコーン,34700,宮　崎,45,15411,690,,
3950,2024,5,6,月,スイートコーン,34700,熊　本,43,10487,657,,
3951,2024,5,6,月,さやいんげん,35100,,,27374,1223,2108.9,231.2
3952,2024,5,6,月,さやいんげん,35100,鹿児島,46,9333,1160,,
3953,2024,5,6,月,さやいんげん,35100,千　葉,12,8215,1447,,
3954,2024,5,6,月,さやいんげん,35100,沖　縄,47,3597,707,,
3955,2024,5,6,月,さやいんげん,35100,長　崎,42,2112,1252,,
3956,2024,5,6,月,さやえんどう,35200,,,22456,1545,－,－
3957,2024,5,6,月,さやえんどう,35200,福　島,7,3853,1691,,
3958,2024,5,6,月,さやえんどう,35200,茨　城,8,3512,1629,,
3959,2024,5,6,月,さやえんどう,35200,徳　島,36,3219,1551,,
3960,2024,5,6,月,さやえんどう,35200,愛　知,23,2850,1540,,
3961,2024,5,6,月,さやえんどう,35200,広　島,34,1351,1406,,
3962,2024,5,6,月,　　うち輸入,35201,,,202,971,－,－
3963,2024,5,6,月,実えんどう,35300,,,19673,1053,－,－
3964,2024,5,6,月,実えんどう,35300,和歌山,30,14353,880,,
3965,2024,5,6,月,実えんどう,35300,福　岡,40,3805,1497,,
3966,2024,5,6,月,そらまめ,35400,,,69073,684,－,－
3967,2024,5,6,月,そらまめ,35400,長　崎,42,14760,667,,
3968,2024,5,6,月,そらまめ,35400,愛　媛,38,14110,727,,
3969,2024,5,6,月,そらまめ,35400,千　葉,12,12384,762,,
3970,2024,5,6,月,そらまめ,35400,熊　本,43,7949,665,,
3971,2024,5,6,月,そらまめ,35400,香　川,37,5594,692,,
3972,2024,5,6,月,えだまめ,35500,,,8646,1884,－,－
3973,2024,5,6,月,えだまめ,35500,沖　縄,47,4344,1837,,
3974,2024,5,6,月,えだまめ,35500,静　岡,22,1861,2011,,
3975,2024,5,6,月,えだまめ,35500,千　葉,12,990,1940,,
3976,2024,5,6,月,かんしょ,36100,,,276605,288,******,83.5
3977,2024,5,6,月,かんしょ,36100,茨　城,8,133047,269,,
3978,2024,5,6,月,かんしょ,36100,千　葉,12,84630,280,,
3979,2024,5,6,月,かんしょ,36100,徳　島,36,45830,326,,
3980,2024,5,6,月,ばれいしょ,36200,,,1144935,194,6561.2,104.3
3981,2024,5,6,月,ばれいしょ,36200,長　崎,42,545052,199,,
3982,2024,5,6,月,ばれいしょ,36200,鹿児島,46,515255,198,,
3983,2024,5,6,月,さといも,36300,,,14117,492,－,－
3984,2024,5,6,月,さといも,36300,埼　玉,11,3480,342,,
3985,2024,5,6,月,さといも,36300,愛　媛,38,3322,436,,
3986,2024,5,6,月,さといも,36300,千　葉,12,3168,498,,
3987,2024,5,6,月,さといも,36300,鹿児島,46,2066,887,,
3988,2024,5,6,月,やまのいも,36500,,,210945,392,******,68.5
3989,2024,5,6,月,やまのいも,36500,北海道,1,143615,374,,
3990,2024,5,6,月,やまのいも,36500,青　森,2,57877,409,,
3991,2024,5,6,月,たまねぎ,36610,,,2084051,120,******,76.9
3992,2024,5,6,月,たまねぎ,36610,佐　賀,41,1063080,116,,
3993,2024,5,6,月,たまねぎ,36610,兵　庫,28,353935,118,,
3994,2024,5,6,月,たまねぎ,36610,北海道,1,268263,134,,
3995,2024,5,6,月,　　うち輸入,36620,,,40082,172,******,115.4
3996,2024,5,6,月,にんにく,36700,,,26062,1064,5665.7,186.3
3997,2024,5,6,月,にんにく,36700,青　森,2,8430,1840,,
3998,2024,5,6,月,にんにく,36700,香　川,37,3292,1051,,
3999,2024,5,6,月,にんにく,36700,和歌山,30,2798,819,,
4000,2024,5,6,月,にんにく,36700,徳　島,36,1220,916,,
4001,2024,5,6,月,にんにく,36700,高　知,39,140,895,,
4002,2024,5,6,月,　　うち輸入,36701,,,10015,506,2384.5,89.4
4003,2024,5,6,月,しょうが,37200,,,48905,858,******,155.7
4004,2024,5,6,月,しょうが,37200,高　知,39,33025,924,,
4005,2024,5,6,月,しょうが,37200,静　岡,22,3196,1145,,
4006,2024,5,6,月,しょうが,37200,熊　本,43,2153,651,,
4007,2024,5,6,月,しょうが,37200,長　崎,42,1615,514,,
4008,2024,5,6,月,　　うち輸入,37201,,,4632,502,3088,80.2
4009,2024,5,6,月,生しいたけ,38100,,,105660,994,******,96.3
4010,2024,5,6,月,生しいたけ,38100,秋　田,5,19505,1161,,
4011,2024,5,6,月,生しいたけ,38100,徳　島,36,16742,991,,
4012,2024,5,6,月,生しいたけ,38100,長　崎,42,11275,861,,
4013,2024,5,6,月,生しいたけ,38100,岩　手,3,8413,957,,
4014,2024,5,6,月,生しいたけ,38100,福　島,7,6018,880,,
4015,2024,5,6,月,　　うち輸入,38101,,,1546,888,－,－
4016,2024,5,6,月,なめこ,38300,,,30961,496,－,－
4017,2024,5,6,月,なめこ,38300,長　野,20,9747,464,,
4018,2024,5,6,月,なめこ,38300,山　形,6,6215,545,,
4019,2024,5,6,月,なめこ,38300,三　重,24,3136,546,,
4020,2024,5,6,月,なめこ,38300,大　分,44,2466,506,,
4021,2024,5,6,月,なめこ,38300,宮　城,4,2361,490,,
4022,2024,5,6,月,えのきだけ,38400,,,158439,329,******,76.2
4023,2024,5,6,月,えのきだけ,38400,長　野,20,96198,343,,
4024,2024,5,6,月,えのきだけ,38400,新　潟,15,26998,301,,
4025,2024,5,6,月,えのきだけ,38400,福　岡,40,9129,334,,
4026,2024,5,6,月,しめじ,38500,,,83409,480,4595.5,79.5
4027,2024,5,6,月,しめじ,38500,長　野,20,54873,449,,
4028,2024,5,6,月,しめじ,38500,福　岡,40,9612,526,,
4029,2024,5,6,月,しめじ,38500,新　潟,15,5984,615,,
4030,2024,5,6,月,その他の野菜,39000,,,490770,909,3069.6,129.3
4031,2024,5,6,月,輸入野菜計,39100,,,391310,269,******,86.5
4032,2024,5,6,月,他の輸入野菜,39200,,,84719,447,5685.8,182.4
4033,2024,5,13,月,野菜総計,30000,,,13846204,300,118.2,100
4034,2024,5,13,月,野菜総計,30000,茨　城,8,1779257,284,,
4035,2024,5,13,月,野菜総計,30000,長　崎,42,1114824,228,,
4036,2024,5,13,月,野菜総計,30000,千　葉,12,1101689,226,,
4037,2024,5,13,月,野菜総計,30000,佐　賀,41,1075989,145,,
4038,2024,5,13,月,野菜総計,30000,徳　島,36,934872,250,,
4039,2024,5,13,月,野菜総計,30000,熊　本,43,888013,372,,
4040,2024,5,13,月,野菜総計,30000,愛　知,23,706323,374,,
4041,2024,5,13,月,だいこん,30100,,,753046,133,95.4,101.5
4042,2024,5,13,月,だいこん,30100,千　葉,12,392264,135,,
4043,2024,5,13,月,だいこん,30100,茨　城,8,92746,142,,
4044,2024,5,13,月,だいこん,30100,長　崎,42,74819,104,,
4045,2024,5,13,月,だいこん,30100,鹿児島,46,45234,100,,
4046,2024,5,13,月,かぶ,30200,,,78341,144,96.5,101.4
4047,2024,5,13,月,かぶ,30200,千　葉,12,50800,142,,
4048,2024,5,13,月,かぶ,30200,埼　玉,11,10869,125,,
4049,2024,5,13,月,かぶ,30200,北海道,1,9312,149,,
4050,2024,5,13,月,にんじん,30300,,,1196665,200,141.3,93.9
4051,2024,5,13,月,にんじん,30300,徳　島,36,814521,202,,
4052,2024,5,13,月,にんじん,30300,長　崎,42,144042,181,,
4053,2024,5,13,月,ごぼう,30400,,,74301,350,119.1,86.8
4054,2024,5,13,月,ごぼう,30400,青　森,2,34411,316,,
4055,2024,5,13,月,ごぼう,30400,熊　本,43,18277,557,,
4056,2024,5,13,月,ごぼう,30400,北海道,1,15118,152,,
4057,2024,5,13,月,たけのこ,30500,,,7927,664,39.2,169.4
4058,2024,5,13,月,たけのこ,30500,石　川,17,2352,622,,
4059,2024,5,13,月,たけのこ,30500,京　都,26,1724,615,,
4060,2024,5,13,月,たけのこ,30500,宮　城,4,765,121,,
4061,2024,5,13,月,たけのこ,30500,北海道,1,501,1572,,
4062,2024,5,13,月,たけのこ,30500,香　川,37,374,334,,
4063,2024,5,13,月,れんこん,30600,,,31666,648,75.1,105.5
4064,2024,5,13,月,れんこん,30600,茨　城,8,18602,624,,
4065,2024,5,13,月,れんこん,30600,徳　島,36,4650,644,,
4066,2024,5,13,月,れんこん,30600,愛　知,23,3160,485,,
4067,2024,5,13,月,はくさい,31100,,,971135,128,114.1,100
4068,2024,5,13,月,はくさい,31100,茨　城,8,645773,140,,
4069,2024,5,13,月,はくさい,31100,大　分,44,97950,79,,
4070,2024,5,13,月,はくさい,31100,宮　崎,45,68555,82,,
4071,2024,5,13,月,みずな,31300,,,50377,311,104.4,103.7
4072,2024,5,13,月,みずな,31300,茨　城,8,36972,273,,
4073,2024,5,13,月,みずな,31300,福　岡,40,7479,359,,
4074,2024,5,13,月,こまつな,31500,,,151915,320,114.6,106
4075,2024,5,13,月,こまつな,31500,茨　城,8,79345,296,,
4076,2024,5,13,月,こまつな,31500,福　岡,40,33302,318,,
4077,2024,5,13,月,こまつな,31500,埼　玉,11,6947,365,,
4078,2024,5,13,月,こまつな,31500,北海道,1,6366,440,,
4079,2024,5,13,月,その他の菜類,31550,,,3943,438,164.6,89
4080,2024,5,13,月,ちんげんさい,31560,,,49183,327,98.6,103.8
4081,2024,5,13,月,ちんげんさい,31560,茨　城,8,15175,296,,
4082,2024,5,13,月,ちんげんさい,31560,静　岡,22,10986,361,,
4083,2024,5,13,月,ちんげんさい,31560,福　岡,40,5498,368,,
4084,2024,5,13,月,ちんげんさい,31560,愛　知,23,4274,288,,
4085,2024,5,13,月,ちんげんさい,31560,埼　玉,11,2659,248,,
4086,2024,5,13,月,キャベツ,31700,,,1455325,243,96.2,114.1
4087,2024,5,13,月,キャベツ,31700,千　葉,12,338162,196,,
4088,2024,5,13,月,キャベツ,31700,愛　知,23,288976,332,,
4089,2024,5,13,月,キャベツ,31700,神奈川,14,228433,218,,
4090,2024,5,13,月,キャベツ,31700,茨　城,8,216882,324,,
4091,2024,5,13,月,キャベツ,31700,鹿児島,46,80158,167,,
4092,2024,5,13,月,ほうれんそう,31800,,,156824,568,122.7,106
4093,2024,5,13,月,ほうれんそう,31800,群　馬,10,53575,491,,
4094,2024,5,13,月,ほうれんそう,31800,茨　城,8,36464,561,,
4095,2024,5,13,月,ほうれんそう,31800,岐　阜,21,31520,628,,
4096,2024,5,13,月,ほうれんそう,31800,福　岡,40,9659,579,,
4097,2024,5,13,月,ねぎ,31900,,,338104,491,95.3,99.6
4098,2024,5,13,月,ねぎ,31900,茨　城,8,130038,496,,
4099,2024,5,13,月,ねぎ,31900,千　葉,12,37078,405,,
4100,2024,5,13,月,ねぎ,31900,大　分,44,36975,499,,
4101,2024,5,13,月,ねぎ,31900,埼　玉,11,19543,364,,
4102,2024,5,13,月,ねぎ,31900,鳥　取,31,12874,447,,
4103,2024,5,13,月,ふき,32300,,,12698,395,103.7,93.8
4104,2024,5,13,月,ふき,32300,愛　知,23,5436,292,,
4105,2024,5,13,月,ふき,32300,群　馬,10,2024,307,,
4106,2024,5,13,月,ふき,32300,北海道,1,1844,360,,
4107,2024,5,13,月,ふき,32300,福　岡,40,700,377,,
4108,2024,5,13,月,ふき,32300,愛　媛,38,539,770,,
4109,2024,5,13,月,うど,32400,,,2072,767,70,105.8
4110,2024,5,13,月,うど,32400,北海道,1,846,585,,
4111,2024,5,13,月,うど,32400,栃　木,9,708,906,,
4112,2024,5,13,月,うど,32400,茨　城,8,308,894,,
4113,2024,5,13,月,みつば,32500,,,13284,506,97,102.6
4114,2024,5,13,月,みつば,32500,千　葉,12,2471,360,,
4115,2024,5,13,月,みつば,32500,静　岡,22,1923,553,,
4116,2024,5,13,月,みつば,32500,愛　知,23,1902,499,,
4117,2024,5,13,月,みつば,32500,埼　玉,11,1604,518,,
4118,2024,5,13,月,みつば,32500,大　分,44,1407,570,,
4119,2024,5,13,月,しゅんぎく,32600,,,9116,738,109.2,96.7
4120,2024,5,13,月,しゅんぎく,32600,福　岡,40,2635,610,,
4121,2024,5,13,月,しゅんぎく,32600,茨　城,8,2236,584,,
4122,2024,5,13,月,しゅんぎく,32600,群　馬,10,930,821,,
4123,2024,5,13,月,しゅんぎく,32600,大　阪,27,707,619,,
4124,2024,5,13,月,しゅんぎく,32600,千　葉,12,628,981,,
4125,2024,5,13,月,にら,32800,,,88928,461,89.6,100.4
4126,2024,5,13,月,にら,32800,高　知,39,28666,430,,
4127,2024,5,13,月,にら,32800,栃　木,9,15312,484,,
4128,2024,5,13,月,にら,32800,茨　城,8,12208,378,,
4129,2024,5,13,月,にら,32800,北海道,1,9475,629,,
4130,2024,5,13,月,にら,32800,大　分,44,9230,452,,
4131,2024,5,13,月,セルリー,32900,,,48508,433,104.4,106.7
4132,2024,5,13,月,セルリー,32900,福　岡,40,16060,413,,
4133,2024,5,13,月,セルリー,32900,静　岡,22,15967,438,,
4134,2024,5,13,月,セルリー,32900,茨　城,8,6606,478,,
4135,2024,5,13,月,セルリー,32900,長　野,20,4318,531,,
4136,2024,5,13,月,アスパラガス,33100,,,41774,1830,121.3,103
4137,2024,5,13,月,アスパラガス,33100,栃　木,9,6672,1812,,
4138,2024,5,13,月,アスパラガス,33100,長　野,20,5142,1887,,
4139,2024,5,13,月,アスパラガス,33100,北海道,1,4878,1764,,
4140,2024,5,13,月,アスパラガス,33100,山　形,6,3532,1970,,
4141,2024,5,13,月,アスパラガス,33100,佐　賀,41,3346,1822,,
4142,2024,5,13,月,　　うち輸入,33101,,,1303,1447,95.2,114.3
4143,2024,5,13,月,カリフラワー,33200,,,23229,288,115.7,102.5
4144,2024,5,13,月,カリフラワー,33200,茨　城,8,12805,300,,
4145,2024,5,13,月,カリフラワー,33200,徳　島,36,8394,274,,
4146,2024,5,13,月,ブロッコリー,33300,,,140865,858,134.7,100.8
4147,2024,5,13,月,ブロッコリー,33300,埼　玉,11,24379,779,,
4148,2024,5,13,月,ブロッコリー,33300,徳　島,36,23425,896,,
4149,2024,5,13,月,ブロッコリー,33300,熊　本,43,17804,892,,
4150,2024,5,13,月,ブロッコリー,33300,長　崎,42,15576,912,,
4151,2024,5,13,月,ブロッコリー,33300,香　川,37,14979,1042,,
4152,2024,5,13,月,レタス,33400,,,819540,186,121.1,106.9
4153,2024,5,13,月,レタス,33400,長　野,20,360060,218,,
4154,2024,5,13,月,レタス,33400,群　馬,10,150180,129,,
4155,2024,5,13,月,レタス,33400,茨　城,8,94330,156,,
4156,2024,5,13,月,レタス,33400,長　崎,42,41800,143,,
4157,2024,5,13,月,レタス,33400,山　梨,19,38290,148,,
4158,2024,5,13,月,パセリ,33600,,,3911,1427,97.4,95.1
4159,2024,5,13,月,パセリ,33600,千　葉,12,1836,1071,,
4160,2024,5,13,月,パセリ,33600,静　岡,22,587,1668,,
4161,2024,5,13,月,パセリ,33600,茨　城,8,377,1176,,
4162,2024,5,13,月,パセリ,33600,福　岡,40,263,1574,,
4163,2024,5,13,月,パセリ,33600,長　野,20,234,2203,,
4164,2024,5,13,月,きゅうり,34100,,,882252,331,167,100.9
4165,2024,5,13,月,きゅうり,34100,宮　崎,45,155347,354,,
4166,2024,5,13,月,きゅうり,34100,群　馬,10,135521,358,,
4167,2024,5,13,月,きゅうり,34100,埼　玉,11,113145,339,,
4168,2024,5,13,月,きゅうり,34100,佐　賀,41,61999,298,,
4169,2024,5,13,月,きゅうり,34100,高　知,39,61073,309,,
4170,2024,5,13,月,かぼちゃ,34200,,,311630,240,121.6,99.2
4171,2024,5,13,月,かぼちゃ,34200,鹿児島,46,19046,458,,
4172,2024,5,13,月,かぼちゃ,34200,宮　崎,45,13394,481,,
4173,2024,5,13,月,かぼちゃ,34200,茨　城,8,11156,368,,
4174,2024,5,13,月,かぼちゃ,34200,沖　縄,47,9595,360,,
4175,2024,5,13,月,かぼちゃ,34200,群　馬,10,7232,430,,
4176,2024,5,13,月,　　うち輸入,34201,,,241493,185,119.9,96.9
4177,2024,5,13,月,なす,34300,,,426781,410,133.3,102.2
4178,2024,5,13,月,なす,34300,高　知,39,155982,380,,
4179,2024,5,13,月,なす,34300,福　岡,40,75708,433,,
4180,2024,5,13,月,なす,34300,熊　本,43,70953,405,,
4181,2024,5,13,月,なす,34300,群　馬,10,35974,480,,
4182,2024,5,13,月,なす,34300,愛　知,23,17552,392,,
4183,2024,5,13,月,トマト,34400,,,845562,357,130.1,97.8
4184,2024,5,13,月,トマト,34400,熊　本,43,366139,331,,
4185,2024,5,13,月,トマト,34400,栃　木,9,138645,322,,
4186,2024,5,13,月,トマト,34400,愛　知,23,102387,374,,
4187,2024,5,13,月,トマト,34400,福　岡,40,56612,322,,
4188,2024,5,13,月,トマト,34400,千　葉,12,18890,321,,
4189,2024,5,13,月,ミニトマト,34450,,,356264,529,140.8,99.2
4190,2024,5,13,月,ミニトマト,34450,熊　本,43,216053,455,,
4191,2024,5,13,月,ミニトマト,34450,愛　知,23,43409,690,,
4192,2024,5,13,月,ミニトマト,34450,宮　崎,45,24832,528,,
4193,2024,5,13,月,ミニトマト,34450,長　崎,42,15082,529,,
4194,2024,5,13,月,ピーマン,34500,,,362290,581,129.6,96.7
4195,2024,5,13,月,ピーマン,34500,茨　城,8,125487,616,,
4196,2024,5,13,月,ピーマン,34500,宮　崎,45,93953,566,,
4197,2024,5,13,月,ピーマン,34500,鹿児島,46,62235,520,,
4198,2024,5,13,月,ピーマン,34500,高　知,39,50627,583,,
4199,2024,5,13,月,ししとうがらし,34600,,,9073,1966,111.8,102.7
4200,2024,5,13,月,ししとうがらし,34600,高　知,39,6426,2060,,
4201,2024,5,13,月,ししとうがらし,34600,宮　崎,45,881,937,,
4202,2024,5,13,月,スイートコーン,34700,,,75199,465,153.8,87.9
4203,2024,5,13,月,スイートコーン,34700,長　崎,42,46909,420,,
4204,2024,5,13,月,スイートコーン,34700,宮　崎,45,22908,517,,
4205,2024,5,13,月,さやいんげん,35100,,,16530,1128,98.9,101.3
4206,2024,5,13,月,さやいんげん,35100,鹿児島,46,6191,1123,,
4207,2024,5,13,月,さやいんげん,35100,千　葉,12,4733,1189,,
4208,2024,5,13,月,さやいんげん,35100,長　崎,42,1488,1093,,
4209,2024,5,13,月,さやいんげん,35100,高　知,39,1368,1398,,
4210,2024,5,13,月,さやえんどう,35200,,,16931,1470,118.8,99.3
4211,2024,5,13,月,さやえんどう,35200,福　島,7,7565,1485,,
4212,2024,5,13,月,さやえんどう,35200,茨　城,8,2130,1400,,
4213,2024,5,13,月,さやえんどう,35200,京　都,26,891,1470,,
4214,2024,5,13,月,さやえんどう,35200,広　島,34,828,1433,,
4215,2024,5,13,月,さやえんどう,35200,徳　島,36,769,1647,,
4216,2024,5,13,月,　　うち輸入,35201,,,686,925,90.5,102.9
4217,2024,5,13,月,実えんどう,35300,,,5343,1233,100.6,96
4218,2024,5,13,月,実えんどう,35300,和歌山,30,3567,1042,,
4219,2024,5,13,月,実えんどう,35300,福　岡,40,514,1509,,
4220,2024,5,13,月,実えんどう,35300,千　葉,12,399,1808,,
4221,2024,5,13,月,そらまめ,35400,,,36700,619,95.9,100.5
4222,2024,5,13,月,そらまめ,35400,千　葉,12,16559,613,,
4223,2024,5,13,月,そらまめ,35400,茨　城,8,4578,710,,
4224,2024,5,13,月,そらまめ,35400,愛　媛,38,4460,673,,
4225,2024,5,13,月,そらまめ,35400,香　川,37,3756,602,,
4226,2024,5,13,月,そらまめ,35400,熊　本,43,3073,567,,
4227,2024,5,13,月,えだまめ,35500,,,9512,1725,117,98.8
4228,2024,5,13,月,えだまめ,35500,千　葉,12,2908,1670,,
4229,2024,5,13,月,えだまめ,35500,沖　縄,47,2413,1784,,
4230,2024,5,13,月,えだまめ,35500,静　岡,22,1059,1783,,
4231,2024,5,13,月,えだまめ,35500,徳　島,36,655,1681,,
4232,2024,5,13,月,えだまめ,35500,埼　玉,11,643,1604,,
4233,2024,5,13,月,かんしょ,36100,,,193937,299,97.3,96.1
4234,2024,5,13,月,かんしょ,36100,茨　城,8,124326,283,,
4235,2024,5,13,月,かんしょ,36100,千　葉,12,32757,317,,
4236,2024,5,13,月,ばれいしょ,36200,,,1047247,197,108,101
4237,2024,5,13,月,ばれいしょ,36200,長　崎,42,662497,205,,
4238,2024,5,13,月,ばれいしょ,36200,鹿児島,46,255235,199,,
4239,2024,5,13,月,さといも,36300,,,14658,581,75.8,123.4
4240,2024,5,13,月,さといも,36300,鹿児島,46,5614,829,,
4241,2024,5,13,月,さといも,36300,千　葉,12,4765,480,,
4242,2024,5,13,月,さといも,36300,埼　玉,11,1370,310,,
4243,2024,5,13,月,やまのいも,36500,,,195897,408,144.8,102.8
4244,2024,5,13,月,やまのいも,36500,北海道,1,106413,377,,
4245,2024,5,13,月,やまのいも,36500,青　森,2,75768,403,,
4246,2024,5,13,月,たまねぎ,36610,,,1846689,120,138.3,97.6
4247,2024,5,13,月,たまねぎ,36610,佐　賀,41,967656,116,,
4248,2024,5,13,月,たまねぎ,36610,北海道,1,296219,129,,
4249,2024,5,13,月,たまねぎ,36610,兵　庫,28,288700,122,,
4250,2024,5,13,月,　　うち輸入,36620,,,25399,171,107.3,115.5
4251,2024,5,13,月,にんにく,36700,,,26993,1212,89,100.7
4252,2024,5,13,月,にんにく,36700,青　森,2,11617,1856,,
4253,2024,5,13,月,にんにく,36700,香　川,37,4781,978,,
4254,2024,5,13,月,にんにく,36700,徳　島,36,2010,897,,
4255,2024,5,13,月,にんにく,36700,和歌山,30,1158,687,,
4256,2024,5,13,月,にんにく,36700,熊　本,43,608,516,,
4257,2024,5,13,月,　　うち輸入,36701,,,6571,510,84.8,104.3
4258,2024,5,13,月,しょうが,37200,,,53139,887,111.3,103.5
4259,2024,5,13,月,しょうが,37200,高　知,39,34598,909,,
4260,2024,5,13,月,しょうが,37200,静　岡,22,5164,1074,,
4261,2024,5,13,月,しょうが,37200,和歌山,30,3764,996,,
4262,2024,5,13,月,　　うち輸入,37201,,,3613,510,111.6,100.6
4263,2024,5,13,月,生しいたけ,38100,,,57851,1005,98.7,99.1
4264,2024,5,13,月,生しいたけ,38100,秋　田,5,12252,1193,,
4265,2024,5,13,月,生しいたけ,38100,徳　島,36,9542,1012,,
4266,2024,5,13,月,生しいたけ,38100,長　崎,42,5444,839,,
4267,2024,5,13,月,生しいたけ,38100,岩　手,3,3756,1040,,
4268,2024,5,13,月,生しいたけ,38100,福　島,7,2805,883,,
4269,2024,5,13,月,　　うち輸入,38101,,,1090,721,73.3,90.6
4270,2024,5,13,月,なめこ,38300,,,21059,484,88.8,100
4271,2024,5,13,月,なめこ,38300,長　野,20,7566,460,,
4272,2024,5,13,月,なめこ,38300,山　形,6,2660,524,,
4273,2024,5,13,月,なめこ,38300,三　重,24,2576,551,,
4274,2024,5,13,月,なめこ,38300,大　分,44,1504,501,,
4275,2024,5,13,月,なめこ,38300,宮　城,4,1365,505,,
4276,2024,5,13,月,えのきだけ,38400,,,105260,320,103.3,97.9
4277,2024,5,13,月,えのきだけ,38400,長　野,20,61246,327,,
4278,2024,5,13,月,えのきだけ,38400,新　潟,15,15904,322,,
4279,2024,5,13,月,えのきだけ,38400,長　崎,42,6642,312,,
4280,2024,5,13,月,えのきだけ,38400,宮　崎,45,6167,307,,
4281,2024,5,13,月,しめじ,38500,,,64871,486,81.7,103
4282,2024,5,13,月,しめじ,38500,長　野,20,42629,473,,
4283,2024,5,13,月,しめじ,38500,福　岡,40,8659,468,,
4284,2024,5,13,月,しめじ,38500,茨　城,8,4854,350,,
4285,2024,5,13,月,その他の野菜,39000,,,341934,926,100.5,99.5
4286,2024,5,13,月,輸入野菜計,39100,,,347038,234,110.1,97.5
4287,2024,5,13,月,他の輸入野菜,39200,,,66886,355,88.4,109.6
4288,2024,5,20,月,野菜総計,30000,,,14164230,303,121.8,99.3
4289,2024,5,20,月,野菜総計,30000,茨　城,8,1759964,268,,
4290,2024,5,20,月,野菜総計,30000,千　葉,12,1368564,230,,
4291,2024,5,20,月,野菜総計,30000,長　崎,42,1273242,262,,
4292,2024,5,20,月,野菜総計,30000,佐　賀,41,891004,151,,
4293,2024,5,20,月,野菜総計,30000,熊　本,43,842910,395,,
4294,2024,5,20,月,野菜総計,30000,愛　知,23,807896,298,,
4295,2024,5,20,月,野菜総計,30000,徳　島,36,768764,245,,
4296,2024,5,20,月,だいこん,30100,,,806987,172,121.4,103
4297,2024,5,20,月,だいこん,30100,千　葉,12,399914,181,,
4298,2024,5,20,月,だいこん,30100,長　崎,42,96301,133,,
4299,2024,5,20,月,だいこん,30100,愛　知,23,51627,172,,
4300,2024,5,20,月,だいこん,30100,茨　城,8,51611,186,,
4301,2024,5,20,月,だいこん,30100,鹿児島,46,46516,133,,
4302,2024,5,20,月,かぶ,30200,,,94554,149,105.6,102.1
4303,2024,5,20,月,かぶ,30200,千　葉,12,52440,133,,
4304,2024,5,20,月,かぶ,30200,北海道,1,13225,134,,
4305,2024,5,20,月,かぶ,30200,埼　玉,11,11875,124,,
